Samples,Class_diet,Class_wght,Order,Batch,235.9261_0.47,356.9275_0.55,434.8719_0.56,288.9364_0.56,304.9139_0.56,146.9612_0.56,130.9663_0.56,158.9786_0.56,174.9561_0.57,114.9888_0.57,226.9672_0.57,112.9856_0.61,306.9189_0.61,203.0205_0.69,78.9512_0.69,395.0961_0.69,286.7720_0.69,578.5618_0.70,794.4212_0.70,576.5647_0.70,620.5464_0.70,618.5492_0.70,556.5961_0.70,284.7747_0.70,566.7784_0.70,564.7813_0.70,94.9249_0.70,92.9278_0.70,460.6474_0.70,520.6032_0.70,518.6061_0.70,214.8363_0.70,516.6091_0.70,96.9221_0.70,564.5849_0.70,562.5877_0.70,560.5907_0.70,558.5934_0.70,498.6379_0.70,274.9885_0.70,272.9913_0.70,448.6675_0.70,458.6505_0.70,506.6266_0.70,272.7949_0.70,440.6793_0.70,330.7535_0.70,266.8037_0.70,270.7978_0.70,268.8008_0.70,208.8451_0.70,324.7622_0.70,502.6322_0.70,212.8393_0.70,500.6351_0.70,504.6292_0.70,328.7564_0.70,210.8422_0.70,382.7208_0.70,326.7593_0.70,446.6707_0.70,444.6737_0.70,388.7122_0.70,442.6765_0.70,386.7151_0.70,384.7180_0.70,145.0619_0.70,154.8807_0.70,252.8271_0.70,152.8836_0.70,150.8866_0.70,76.9541_0.71,215.0327_0.71,124.0074_0.71,146.0459_0.71,164.8361_0.72,162.8390_0.72,160.8420_0.72,199.8049_0.75,193.8154_0.75,195.8109_0.75,197.8079_0.75,201.8019_0.75,163.8467_0.76,161.8498_0.77,207.8367_0.77,205.8397_0.77,125.8732_0.78,127.8702_0.78,226.9963_0.79,173.0091_0.80,179.0561_0.80,144.9673_0.82,146.0823_0.83,87.0086_0.84,154.9281_0.84,243.0622_0.84,116.0718_0.84,101.0244_0.92,133.0142_0.93,145.0143_0.94,135.0312_0.96,146.9830_0.97,201.0381_0.97,185.0643_0.97,231.9675_0.97,89.0243_0.97,78.9589_0.97,96.9694_0.97,208.9830_0.99,128.0354_1.03,383.1224_1.15,163.0401_1.15,216.0433_1.16,300.0250_1.16,248.0540_1.16,180.0667_1.16,189.0405_1.17,292.1402_1.18,117.0194_1.27,130.0874_1.27,267.0735_1.30,134.8653_1.52,132.8677_1.52,103.0402_1.56,115.0402_1.98,147.0452_2.11,164.0718_2.11,232.0592_2.12,117.0558_2.71,116.0506_2.87,203.0827_2.88,271.0701_2.89,181.0508_2.92,129.0558_3.21,181.0063_3.26,198.0328_3.27,266.0201_3.28,374.2219_3.44,178.0511_3.54,134.0612_3.54,212.0024_3.54,330.0960_3.54,129.0559_3.54,281.1009_3.55,246.0386_3.55,197.0433_3.55,167.0384_3.62,230.0129_3.75,131.0715_3.81,74.0246_3.90,192.0668_3.90,283.0825_4.06,187.0072_4.11,253.0178_4.19,173.0820_4.20,226.0180_4.59,204.0667_4.61,181.0541_4.65,187.0978_4.90,144.0456_4.94,498.2896_5.87,229.0541_5.97,464.3019_6.26,465.3052_6.62,533.2926_6.62,601.2797_6.62,452.3018_6.66,448.3068_6.66,329.2334_7.09,453.2859_7.23,407.2803_7.57,448.3069_7.65,391.2854_7.75,437.2910_7.76,329.2334_7.86,361.9981_8.57,562.3148_8.61,538.3150_8.83,338.9821_8.93,476.2784_9.14,504.3096_9.19,632.3179_9.19,564.3307_9.19,588.3307_9.22,315.2541_9.26,614.3464_9.48,676.3053_9.60,480.3097_9.62,608.3179_9.62,540.3307_9.62,361.9981_9.66,634.3337_9.95,566.3463_9.95
QC-4_neg_1,QC , QC,60,2,69867.7606,23099.4529,193067.7149,101937.7529,417829.4556,200398.089,24823.4549,41273.3841,494489.108,20613.828,35443.362,372504.4809,89103.2306,19745.3164,16215.1329,36760.8851,14030.9709,16778.1479,19416.1155,20080.2397,22335.7768,22804.9049,14975.209,21375.6658,21425.1832,21498.8333,672673.6426,989841.7493,14181.6722,12848.2583,14345.8136,23474.077,10273.0766,121534.5696,32586.0408,60796.6524,72452.7384,49262.2296,19252.2409,27122.9465,42521.792,17250.8448,13612.7155,24028.3823,68142.8857,25236.2191,29522.8958,208061.498,221632.1224,337692.5503,165376.6009,42280.7446,78471.5216,101563.7006,59601.2424,57314.6161,68089.1563,210031.7927,25058.9232,84447.4544,44462.7873,72085.4328,28173.3104,63942.2813,62446.0731,62067.4891,72692.5515,65661.3959,18445.4871,198265.1791,211605.4695,27511.171,951640.3982,29370.1799,31611.6372,41611.3841,125607.8529,137553.6583,274896.5748,28184.781,465191.092,574757.1294,60321.8307,50886.8321,53301.6263,31532.3334,32047.9799,56241.6368,33621.8126,50597.9445,23457.5117,85717.5607,16359.1887,33318.2581,81902.6273,28253.5576,25191.7638,12183.6568,35572.781,31523.8296,28533.0448,98450.0832,27035.012,131470.5491,28151.541,59313.9262,2918890.494,791213.1445,834542.0274,44972.5228,145400.9073,45144.9055,21934.8322,28947.4778,26647.0867,20077.4442,687201.9429,58628.7665,24165.9555,62267.1591,243248.3131,148450.4999,25776.1889,22690.6206,44023.6373,78476.9211,35838.3821,312019.8118,17391.141,64977.258,25981.6521,605393.1054,31082.0324,50831.9718,384143.4106,40654.7575,538563.4049,26676.2885,17302.9453,915905.4402,123875.7891,207787.3617,13344.7164,546430.6952,14870.641,17470.6095,22018.006,38167.5839,33239.2349,37375.1057,50151.0176,141172.3313,151227.1269,146960.2272,24164.7495,20843.2103,209996.4067,30816.2683,26673.5961,77328.7779,20723.4692,46711.4761,38027.3827,43420.285,3432255.054,174412.6375,31121.5211,37712.0138,160097.044,117821.2482,55294.1513,26095.7968,37079.0464,29978.3353,70181.9767,74554.8343,18458.5963,23065.5943,42065.5566,22843.6795,53214.7603,25091.0459,42720.0708,589197.3042,152331.1432,129961.7041,19335.2617,11963.71,34625.2194,48721.2052,659492.8308,37844.8148,22329.26,311633.3314
Plasma_neg_81,restricted , low,61,2,65474.4994,25525.6112,201600.9867,101274.1442,437277.9446,207597.3196,25796.8875,45493.168,505810.1954,22317.2802,37864.9485,366684.9445,87956.9114,24410.1377,10856.5206,41724.5289,15251.5386,17508.7028,20820.2402,22022.0471,23941.2617,25358.4309,17435.7013,19240.5772,27661.6995,25551.772,726158.4965,1047174.871,14899.7986,11936.7422,18153.9332,23286.8167,10352.2006,117799.6271,37656.9394,65369.2783,78231.569,55842.7089,21904.2844,31072.0703,43479.9526,19577.5765,12394.7286,29852.6781,79867.8245,28276.4463,32337.4756,243366.658,241860.6962,381840.2786,165761.2421,49098.8338,81096.8658,104393.9907,64458.1263,61118.1502,68203.7764,221822.3745,26628.813,89482.7818,47076.9961,77057.1763,32247.3472,70643.5475,63632.3398,62282.2211,92505.8165,68719.6526,18483.0731,212738.0033,216504.755,29269.4072,961700.0952,14546.7883,37727.685,40932.4971,132380.8543,150873.4016,266021.8647,24350.3323,465699.0019,577934.1798,59711.7864,54444.6631,56556.2076,33692.1356,34255.2792,60468.7375,36811.9806,27878.5105,17036.6512,86379.9208,14615.289,36710.8619,53473.3811,39248.606,50661.1917,17247.0923,19873.3579,13356.6441,21807.9063,89145.1626,29002.135,106424.4204,20807.1707,44649.4922,2146504.291,741863.6076,1011451.722,46162.8905,164972.905,42712.9989,21117.3984,27664.4641,30827.46,18969.5911,680858.8902,81798.5756,14477.1785,50854.3014,305882.4269,261894.4179,25186.4888,19561.5451,28750.4219,72390.8009,31468.9317,316217.2995,15312.8723,58858.1231,23046.9869,550170.1424,33400.7561,47247.8888,381514.093,36423.4658,504179.7725,25208.6385,16093.1246,189418.0207,24844.8367,157823.3861,14082.9129,645284.9304,20783.2855,7458.5427,29642.8756,59243.1367,53601.3656,33687.0333,51514.8406,153838.1485,180941.0911,126976.0901,17783.5711,24594.6538,361955.2733,30186.3724,19464.1,110366.3236,29711.9118,3048.7989,3559.0257,1671.3137,3481450.666,176657.8364,33227.449,40827.8413,22539.7399,124552.3183,6220.4971,24117.5563,6396.1183,16497.8249,58301.55,80228.4524,17368.0651,19678.8836,32136.8239,18878.257,41839.4153,18443.2227,28066.4475,442344.3321,113081.1088,128737.4835,14907.7166,9612.9652,20173.4552,30907.838,396193.2862,34140.1971,17182.3915,208446.8739
Plasma_neg_82,restricted , low,62,2,68210.7787,25129.2611,238889.6261,90364.1363,504142.0468,214482.0253,19786.1488,35191.7981,539751.9897,19181.2304,36296.0294,369269.6182,86973.8945,27014.5198,12716.3964,40228.1151,16522.6357,17832.3048,18572.2635,21188.5995,24049.1133,25212.1461,15595.3578,20049.473,26169.0009,25206.5613,728639.741,1044078.9,16263.8563,14485.9601,16145.5003,23265.1102,12767.487,121692.5857,36132.6668,65110.4413,76618.1016,51313.4151,19996.9062,31587.6206,47594.5768,18533.4334,11574.988,27594.6868,78407.2693,27817.7998,30519.9994,238346.0739,243527.3478,370887.2208,170885.6124,44726.9719,79513.6953,105596.6176,60662.5339,59984.4455,69838.0523,219164.8547,27926.0275,86338.7391,47712.9418,76349.3649,30851.4476,66237.7613,60577.9337,64396.0179,97478.0409,69675.7164,17536.9357,212654.7187,216506.0907,26010.9237,952305.6716,19021.7974,25360.9081,41261.0668,134327.3867,145042.4792,263006.5487,25732.7274,460380.4863,557903.5437,58917.6907,58254.3728,57392.7461,34977.4677,35847.2232,61369.3032,36746.7804,20919.5428,12202.5616,84252.965,17708.1392,43295.107,72845.4439,21502.5802,27542.5422,11025.3229,21607.4775,14118.6597,18467.5504,77677.9092,34759.056,146227.8082,28051.1368,70129.8908,3198358.83,888380.3409,833780.1605,45343.3357,205924.8238,29681.3942,17911.6683,22913.4777,21388.3176,17537.9925,512230.1781,35573.0938,11188.1545,45800.9126,188447.9624,287480.4831,18858.8414,20385.7228,25256.1373,66702.0517,27674.1586,275071.8909,17249.5641,56311.927,8698.8637,225939.5699,18362.8693,37270.787,261885.4299,39789.4595,550858.5034,27393.6411,15345.4037,160724.2791,23544.7805,152504.8442,11713.2716,496418.2632,16040.2588,8771.9601,25254.4201,52736.0907,111784.532,38847.4851,70940.9712,195026.6975,199418.286,310971.3574,15988.1792,17981.8786,646370.7221,18292.3583,17451.3124,72534.8789,12388.2021,58083.6919,4220.094,67120.9177,3496226.271,179542.6224,33643.6457,38960.1759,186635.2851,121504.6861,47833.0743,27515.9641,20397.3379,45768.4377,170261.5383,77131.845,20523.2173,18230.0014,35880.7858,18114.6272,21989.2362,13513.8944,23812.395,357142.911,74315.2452,132045.0794,8243.3951,10568.8013,22591.511,34033.4039,427964.5,31060.358,15871.4757,190213.1709
Plasma_neg_83,adequate , low,63,2,64308.0067,22565.6577,178343.2704,103716.7811,415354.5177,197958.3677,23143.126,40521.5903,498984.478,20701.1249,39121.6617,381186.0224,92557.6604,19015.2282,13143.0815,44124.6385,11876.9061,20053.2858,20292.8128,23549.4036,25134.4743,25320.4444,16197.2548,20060.789,25564.7532,25926.5858,713557.7315,1027200.969,16907.875,13628.8461,19277.3081,23238.6725,13986.7212,121724.9764,35757.9707,63268.9448,74254.6151,50707.8762,20318.5568,36122.9926,51619.8352,19077.633,11536.429,27422.8087,75243.7437,26675.5918,30674.6138,226272.9929,235586.4366,376492.7179,169442.2704,42743.9693,80700.132,106608.5093,62169.9546,57753.5553,69990.5994,213263.5035,25475.427,86410.0768,48341.8214,76160.0107,32189.6409,66152.3871,62711.0328,62813.1935,54481.2073,68025.3259,15445.4602,215016.3588,214734.5039,28763.563,1029113.339,23320.9854,33241.6085,43227.4643,130049.8957,145707.3276,262945.9812,26952.1503,455085.5749,557519.8026,58602.6557,53009.7502,53287.0283,31602.1822,31261.5814,56151.964,34523.5072,41009.3385,20222.1584,91585.3089,18764.5606,72569.6912,108584.6541,29614.9824,34235.0869,14988.6747,20726.9174,9674.953,14859.0698,119763.2967,30397.7404,155489.2646,32537.3057,74831.687,3572744.101,653338.4932,1030769.124,54021.8114,132257.8926,35784.4025,20155.8211,28089.915,23164.326,16470.7352,591032.5949,74861.637,12276.7248,46729.4336,283553.4492,314936.1083,23668.287,21974.9649,57295.8338,79475.2962,43724.4837,435084.7003,23410.6335,78778.2177,20504.5256,527403.0936,30790.041,34873.3571,418171.6717,38747.9097,533495.0746,25360.9649,18314.3039,90200.7509,12839.5171,747700.8648,5775.7756,581926.8985,15848.4965,3655.9421,20090.019,37046.8772,93892.5565,35460.554,111396.1199,301578.6426,281671.1214,543260.4901,12661.7049,19237.9445,222906.4704,25547.3741,23340.1988,83486.1871,20283.6525,96906.5178,4039.436,37513.3735,3381777.726,166326.3637,30321.7071,38561.6555,344037.2105,116218.5703,106270.5125,25373.7736,42899.511,145613.6542,493412.7917,80144.4134,20443.7923,28312.8675,46607.7116,20146.4206,50415.0545,24933.6452,37615.0464,610062.8896,130644.0206,134271.9226,16807.1517,14247.3064,34881.9768,48844.486,644230.1934,33146.199,21419.8278,285368.4467
Plasma_neg_84,adequate , low,64,2,66170.6953,22648.2524,189091.8193,92852.8396,359574.2222,183980.6086,23852.648,41282.0989,450695.9234,20025.8344,32740.763,373474.1468,86583.4934,21618.354,10710.8695,42692.4299,11739.8107,16245.6305,19138.7654,18212.1647,25238.8293,24747.3259,17132.2614,16455.7321,26898.1784,27741.563,726986.3393,1039359.264,9486.2512,8279.6458,15699.8258,23894.262,8708.6057,122084.5708,40011.6994,66829.2626,83026.7882,55119.6985,19517.7998,33066.3348,48084.2769,19270.874,9556.3595,29911.7732,76360.3412,26399.409,32749.9861,240839.7918,239252.906,377648.3244,164997.8552,45980.8644,85098.9481,107976.2176,63847.3306,61601.6805,69268.4122,220491.5396,28008.4562,86268.0623,49474.4084,80673.9564,30218.386,70816.4577,64247.3926,65361.3369,82088.1081,68533.3912,18462.4641,210539.6395,222711.8498,28224.3573,1046781.099,24658.3274,31647.3384,38643.5001,130481.738,146547.2472,251121.8794,23048.2785,412306.3052,513571.5493,54727.2801,52592.1654,54699.0124,32297.5254,33964.5667,57489.5539,33639.0751,36239.4968,17870.7839,98932.5097,18016.9516,56716.2267,57961.2772,35338.8342,33725.0742,22755.9257,26485.501,17074.1543,24044.3002,69118.3075,22370.5993,81489.9782,15985.5304,36761.1487,1687956.426,854042.1498,966009.9593,40188.179,178057.9844,68958.7593,38056.1925,37471.825,31471.5534,23371.2235,1029036.076,71202.0141,11419.7609,62343.4799,368519.427,101920.9118,19604.8695,17497.3219,41201.0797,111030.6222,42292.2546,436918.1995,21394.4622,86852.8661,30321.6485,792388.9493,40006.3066,76870.3738,462239.2249,43269.4714,636496.511,30714.8736,12840.4314,133913.5625,16821.6136,489737.6798,10932.4387,1021113.319,38864.3464,3522.9853,38430.3748,25146.9164,34499.6454,41907.6802,76769.8573,212621.8083,222630.6371,297281.7412,22565.0168,25383.6847,407039.3608,42379.9605,5951.6836,105745.5755,35269.6297,48151.733,3439.0723,12919.0261,3409511.573,164355.6855,33406.6205,40470.0303,169813.3854,121528.4013,4408.3286,23103.895,16970.4033,14394.8336,44392.5806,77448.4908,18358.5654,20152.4065,39538.1183,21183.0081,52222.231,23007.1324,35867.1799,588779.8866,154811.2645,132777.5004,22919.6878,12518.4042,33298.9345,52050.8593,665706.5689,30378.6765,25464.9765,298187.7825
QC-1_neg_2,QC , QC,65,2,65914.47,23626.3269,174568.097,106137.912,399871.8807,185701.0226,24592.4317,42607.7232,480569.2224,23200.1286,39236.6249,373354.1284,86818.9946,20954.86,15148.3824,40989.2446,16604.7889,17559.493,20658.497,19404.4371,23969.9682,26256.0962,16757.9772,21853.49,26501.2584,25083.332,717128.6273,1030102.098,13971.0163,12654.4429,15537.3348,24135.4827,13897.1074,127818.9216,34613.2696,67456.1708,76410.0365,49833.7268,21078.2777,31018.3155,47757.006,17423.502,14088.843,26015.1103,76592.767,26007.0801,32875.9465,222619.5852,232032.0069,358844.6105,168465.7443,46093.3134,81550.2313,106616.3113,60243.6176,58577.0367,71239.9469,210232.2905,25647.3064,89688.565,45801.703,76672.058,32238.7067,65059.4477,64796.3268,62339.2881,74941.308,69363.6733,15954.8264,203397.0683,217005.8332,29336.9573,982671.7074,29485.5966,35183.6937,38344.9115,128556.8075,143631.2921,257929.3789,27222.9387,439074.9363,538561.8349,55386.0726,51483.2883,56291.552,33935.3078,33667.7861,58752.5948,35711.578,35893.2782,20321.539,58986.3575,24808.5891,35333.581,94551.1053,31406.6236,38959.9477,14227.2869,41904.1038,32367.8398,36893.3368,114231.9939,26958.3843,131858.2941,28982.77,60976.181,3059809.028,688071.1792,932296.9803,46992.5072,170867.9874,51178.8448,21370.4336,29690.975,23062.9941,20614.7129,727720.0058,58695.3471,19485.5471,69986.8515,248020.4918,164268.8643,24866.0926,18979.5563,58597.5164,85188.1254,32754.1007,328239.41,17321.2442,71850.803,26108.1671,645064.4236,34409.1705,49903.7357,420939.067,43047.3455,532545.0331,25808.6275,16242.6132,987114.433,140569.2258,226258.3478,14644.519,600522.1747,16880.2687,19328.9507,23723.2797,36701.2318,35494.2731,36133.3857,51341.736,150952.4636,171907.1728,154652.9977,25600.7234,23114.7272,228040.2396,34126.8206,28403.9215,83869.8557,38370.466,45261.6668,42633.9367,45101.7601,3398275.726,174265.3856,31940.9851,40418.6525,161772.0702,115641.7083,50317.4471,23811.7351,32507.8015,26170.2297,62021.5792,74301.18,13279.1846,19471.9923,36661.4935,22877.4886,43315.3932,20931.0083,33725.1286,508914.856,130711.9822,131100.4902,17286.8711,11495.8544,26227.9685,39891.7258,509205.9079,34321.075,22048.7428,262875.8036
QC-2_neg_2,QC , QC,66,2,62044.6239,23772.2871,192014.8029,109766.2436,428394.663,200794.1532,26341.5594,45319.0938,509262.7672,23762.7527,43121.7215,376120.6994,92107.0989,25103.2728,14150.2201,41858.559,14483.8293,18919.1582,19646.2335,21914.666,23870.497,25287.0223,13624.9887,20820.3347,25273.3674,27034.5349,724315.266,1061976.887,14146.914,13038.8336,17590.9002,24078.9588,12775.4413,121568.3789,35154.2625,64792.2557,78003.8789,52983.0936,18472.2062,32740.3113,47176.3651,19242.7158,15170.0577,27849.3001,72141.1846,27447.8685,32161.0918,229366.8354,233928.4421,368060.0244,171072.1743,49028.3737,81926.0849,110734.4428,63832.7954,61365.4597,69728.8939,224974.6309,27506.2666,86757.1796,52107.8755,76313.9194,31391.6262,69598.3874,63868.2403,66408.5199,73230.9,67328.2507,16638.8401,208687.8433,222079.3538,25980.1799,1011973.46,31803.0141,35846.9167,41652.0007,129317.6058,138074.0514,255519.2363,26794.9071,436013.1278,534233.1054,56750.2793,49624.1926,52658.3288,32196.6587,32112.1733,53380.0369,34514.243,44616.9882,25888.0869,103894.7986,20176.5017,37552.7938,103735.1213,40912.9708,51591.4461,12675.984,41209.1108,27947.7697,41764.3549,112105.6254,24651.0893,129242.6528,29491.5884,59138.6003,3028986.116,856275.8013,1205652.889,51089.1746,191380.8925,53800.3416,24408.275,32734.98,25723.063,20154.749,758602.8292,67165.3757,10182.1855,73783.1249,237731.3294,174314.9157,17355.3914,21125.1285,51480.3497,85127.0739,34553.7979,336155.6733,21125.9525,75976.1506,23725.6964,640123.5301,34008.9094,48517.4766,411191.499,41476.342,520378.8214,24811.617,15651.8867,962712.4885,134502.9688,226343.1727,13475.2211,591005.4017,15972.1935,16686.5097,28670.5776,35282.7303,36364.9555,36963.3031,53221.9625,154189.8371,171220.406,146141.1549,23142.5658,25296.4731,222676.1025,34583.3242,28699.8715,79507.0666,35932.5441,46131.451,41644.5692,48982.7178,3446298.197,172356.0834,29687.1362,40985.6281,169291.5459,123430.3412,51530.2866,25340.1859,31670.3786,27473.6577,62127.1455,75528.7817,20389.0244,21548.8427,38707.7941,18801.1085,41584.0012,20265.3244,35064.9465,495938.3685,124279.0026,135874.9288,15261.2553,10489.6409,23351.5766,36807.6784,454989.1783,31992.0529,20247.7892,250096.3529
QC-3_neg_2,QC , QC,67,2,73369.7908,23902.5637,181359.516,107344.5588,414573.8772,192431.7519,27513.8246,44578.2483,489683.7884,23630.6794,29028.6479,375902.9883,85222.1438,23425.3199,13815.1513,39559.3866,15208.8436,18893.4933,19872.0095,20102.4391,21860.4474,23911.1195,16255.9163,19652.2103,23865.8941,26360.6589,704805.0079,1017169.341,13259.3313,14791.0276,17990.7963,23208.0226,13004.2828,121787.9428,33282.5138,61366.7663,75489.0651,49926.1763,19006.4252,31149.3433,49163.0328,18994.1077,12310.1732,26381.6408,72829.9882,25389.5856,29476.4061,221755.1726,230366.4742,358439.0001,171088.4595,45436.1359,78411.0403,103585.4874,60784.3834,58541.2022,71517.3528,210799.7093,23572.0809,84894.3067,47135.1651,72845.8307,28934.659,70498.7557,60554.9912,65179.8469,77231.0802,69128.2879,17873.6477,206906.6971,220499.5556,21471.5156,996694.5866,31256.5749,37407.956,39343.4581,128312.6457,142815.7451,268262.2773,26855.7225,449527.9949,562451.0519,57104.9135,52173.7359,55138.072,33542.8562,31576.8694,56528.9815,30613.2709,33085.5699,15653.954,59578.3512,18036.0574,39003.3565,93882.3073,38835.3971,30663.6486,14767.7571,37976.5262,32105.7643,44780.3888,105938.6282,23452.256,127632.0436,27376.0663,56958.1816,2952605.2,842473.3242,1182485.686,51109.7133,164591.1444,50049.2067,22067.0978,29664.4657,27052.341,18583.2865,726128.186,62305.6725,19652.2789,66524.7052,231542.4017,162062.6522,22201.0596,17003.1013,58709.1019,88812.1495,33869.6797,328716.1556,18620.4079,71295.3505,27384.9428,637432.1022,32287.7293,50071.9711,414859.3432,57768.3347,766952.8328,32485.5382,17122.5861,996736.2547,137152.8024,211982.4559,14632.0592,593266.1742,14403.191,17518.3183,21334.1755,36885.786,36031.153,36633.1483,53005.7187,150824.785,173399.2673,146398.4509,21634.5897,24305.9867,223889.4399,33061.122,29700.6111,82481.8647,30065.6423,43154.7566,40062.2094,48046.5285,3375495.891,169156.4436,29243.9677,39761.7039,167325.8177,119138.7894,52370.4933,25581.4167,30746.5677,26351.4918,66483.5892,75181.74,18703.4169,21621.5992,34294.5029,24571.1552,44256.9808,23065.4295,34413.9204,523827.253,129312.9172,131483.4565,17002.5525,10941.0919,29626.3753,42880.1466,554340.1985,31861.8699,23521.7771,279293.3753
QC-4_neg_2,QC , QC,68,2,70312.5352,22739.186,196156.9216,107829.9498,440258.5682,200995.2236,24972.3472,46006.4938,515817.4883,22497.6283,38480.4994,378877.9755,88787.9355,20013.9559,14606.8567,39707.0406,16826.1376,18148.5811,19132.9052,18661.2374,20314.1833,23454.8453,14716.5904,21941.0692,24328.0725,25420.3665,711448.6386,1032919.002,15357.5973,12380.5719,16461.7242,22605.6983,13737.4829,119860.3101,34678.254,60943.7796,73316.0063,49797.0068,20631.6051,28752.2313,45114.4397,19292.7912,14064.8998,24028.2704,71926.0598,23855.1056,27379.4572,222982.0462,227496.6435,355245.1393,166741.3721,42945.1879,74676.1153,105072.9586,58604.0855,57370.3887,65956.9641,211412.9785,24025.6723,84078.0572,44567.8956,74056.3486,29375.1261,64240.4121,59983.5381,62701.95,73555.454,65742.683,14672.3712,210282.2035,217102.5065,24059.7812,963602.823,33397.8598,38606.4403,40039.6306,125666.6991,139454.3672,271689.9381,24943.0243,459899.6565,573926.195,58965.5646,50011.9847,54664.3925,31901.3482,35193.7779,55538.7987,34531.5198,49023.7753,23724.0352,55255.064,16011.5566,39734.3981,90231.1862,41327.7663,51898.0938,17445.2902,40091.3613,33010.8464,41722.3854,108773.4542,23877.6308,123138.6042,28091.7954,58347.6819,2987382.933,751846.64,1249159.242,51969.3864,162335.7256,47330.2988,20583.4245,27266.0138,25250.4245,19967.9008,737476.6388,62657.194,26513.4524,63501.7975,247776.7046,161319.1875,24206.4947,22335.6967,60800.0125,87104.2377,34609.5395,325512.2018,20426.7086,73344.2711,26338.2447,636899.3036,34329.1632,50276.6171,399465.1665,41076.4369,531538.9367,25416.567,16720.4268,966847.9439,137674.1035,213225.7386,14619.4252,588477.0528,15752.7908,19538.6908,27529.9437,35832.7892,35789.1889,34626.639,55223.4352,151804.0472,170613.9259,151617.3893,22158.6827,25546.6187,224275.6226,36498.9236,26355.7927,81668.2019,25574.9683,47133.4195,43517.239,47625.8924,3526215.44,180249.4516,32943.8289,41597.1288,175022.8533,120512.9698,56972.7308,29143.6825,40012.5485,31937.6251,70585.3116,75936.4597,21728.1578,19474.8158,43583.7077,23794.1833,49907.7334,22983.5273,41531.3568,578755.9346,146730.4815,142722.5705,18317.5972,11506.6313,31780.1922,48775.1623,597541.646,32194.6376,24160.7572,299904.8397
Plasma_neg_85,restricted , high,69,2,74315.7979,19083.6768,149849.1202,97033.5218,364007.2599,180207.6587,24112.9118,46256.7867,454979.0224,22834.5811,38439.4379,384877.8233,85817.2458,17942.3689,15184.4753,40674.0493,15090.5418,16414.6815,21826.5115,17524.661,25172.78,27119.0356,18549.7021,18733.7363,26096.3286,24044.4027,735553.74,1047791.586,11098.0361,11157.0765,14249.7033,23169.044,13005.6674,124857.3163,37943.7669,68009.2694,83173.3216,56827.1382,19969.6949,31352.2788,48406.0391,19535.6512,13404.0211,29475.6248,76711.7058,28182.9037,28998.3764,241944.9887,244901.5882,388391.6619,166139.5433,47046.9999,84467.9218,107032.0517,65152.3559,64148.7162,69371.9921,223404.3642,27857.2677,89960.8946,47579.1302,77361.1241,32836.1953,71450.4507,64700.3613,68273.6069,72411.7141,69633.0546,20409.179,216751.5118,217673.0946,32135.456,961162.3637,18102.236,22298.5074,42301.0736,129694.6537,142427.6436,253141.4293,26422.5296,422958.9798,532788.1799,55270.5497,55161.6243,58460.2527,33034.3877,33570.8763,64599.8847,35135.0091,21314.1256,14452.8759,53908.7769,18116.6589,42821.9067,49783.1753,31073.7989,30670.8669,15245.0777,32315.8233,15363.3678,25273.579,79553.3051,25442.0793,85693.0082,16334.7802,30743.1962,1461853.267,997909.7558,917349.9872,37034.3956,164578.8012,50117.5205,23890.5665,32575.5461,27344.8086,23343.4344,745052.8079,72140.3249,9494.35,57211.446,282301.5734,190666.4293,16705.8386,18478.1905,35827.3407,86910.2949,38581.6076,375866.4455,18021.2545,103648.6632,24756.3384,611598.5851,33527.1708,50035.3716,362693.2185,78984.5709,1087243.035,42690.9927,19853.7332,170881.3648,23565.9374,222464.9558,14152.2603,722566.9604,27005.5141,7787.7046,34640.535,16424.0248,40789.9707,45209.9159,71612.848,190486.0257,218705.0413,169695.949,14456.532,24606.0319,278343.6892,26914.5501,3630.1959,112487.1054,32153.6701,8683.3822,3994.5544,3498.3221,3471973.552,175085.3804,34237.7476,38183.0652,43052.8818,128948.6406,6769.1086,24863.6892,10413.9365,13242.2399,41585.6423,80924.0127,17942.4349,21711.9528,33002.7451,21752.712,57461.2379,22401.4031,35438.0908,531125.4615,106177.2903,148753.7427,17863.9559,12372.8242,30697.4693,46793.374,580659.3943,30435.2794,24050.6118,285181.3108
